species,genus,subfamily,family,suborder,order
Polystichum_disjunctum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_pycnopterum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_oreodoxa,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_fugongense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_mucronifolium,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_manmeiense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_nepalense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_longipaleatum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_punctiferum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_glaciale,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_chingiae,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_crinigerum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_atkinsonii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_duthiei,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_longispinosum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_grandifrons,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_jiucaipingense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_thomsonii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_bakerianum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_lachenense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_prescottianum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_shensiense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_levingei,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_pseudostenophyllum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_hecatopterum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_capillipes,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_andersonii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_braunii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_microchlamys,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_hillebrandii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_neolobatum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_luctuosum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_incongruum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_caudescens,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_paleatum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_wawranum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_moorei,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_vestitum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_australiense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_neozelandicum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_proliferum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_oculatum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_silvaticum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_whiteleggii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_andinum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_chilense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_multifidum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_tetragonum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_mohrioides,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_plicatum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_subintegerrimum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_fallax,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_formosum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_kruckebergii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_albomarginatum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_solomonii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_montevidense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_bulbiferum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_platyphyllum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_rufum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_pallidum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_platylepis,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_nudicaule,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_rochaleanum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_maximum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_dubium,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_pycnolepis,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_lehmannii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_amboroense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_gelidum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_paramicola,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_sodiroi,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_orbiculatum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_polyphyllum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_lepidotum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_stuebelii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_alfaroi,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_concinnum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_lilianae,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_muricatum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_turrialbae,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_talamancanum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_fournieri,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_hartwegii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_distans,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_speciosissimum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_echinatum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_underwoodii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_glandulosum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_rhizophyllum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_lonchitis,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_acanthophyllum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_stimulans,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_cyclolobum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_squarrosum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_herbaceum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_parvifoliolatum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_sinotsus-simense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_mayebarae,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_revolutum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_otophorum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_xiphophyllum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_drepanum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_acutidens,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_balansae,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_uniseriale,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_falcatilobum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_formosanum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_hookerianum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_hancockii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_yaeyamense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_tripteron,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_normale,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_deltodon,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_yuanum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_dielsii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_cavernicola,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_fengshanense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_minutissimum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_speluncicola,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_subacutidens,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_submarginale,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_fraxinellum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_tenuius,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_xichouense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_minimum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_tonkinense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_auriculum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_bifidum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_christii,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_caruifolium,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_alcicorne,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_obliquum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_puteicola,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_perpusillum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_lepidocaulon,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_basipinnatum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_putuoense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_conjunctum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_yaanense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_liui,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_hubeiense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_erosum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_kungianum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_tiankengicola,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_jiulaodongense,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichum_craspedosorum,Polystichum,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Cyclodium_trianae,Cyclodium,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Cyclodium_meniscioides,Cyclodium,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Cyclodium_akawaiorum,Cyclodium,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Cyclodium_calophyllum,Cyclodium,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Cyclodium_guianense,Cyclodium,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Cyclodium_rheophilum,Cyclodium,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Cyclodium_chocoense,Cyclodium,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Cyclodium_heterodon,Cyclodium,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Cyclodium_inerme,Cyclodium,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_alfredii,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_gomezii,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_pittieri,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_stolzei,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_lourteigiana,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_fractiserialis,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_aequatoriana,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_crassirhizoma,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_polybotryoides,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_insularis,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_sorbifolia,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_hickeyi,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_lechleriana,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_altescandens,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_andina,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_suberecta,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_appressa,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_goyazensis,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_caudata,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_glandulosa,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_pubens,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_cylindrica,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_matosii,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_semipinnata,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_speciosa,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_espiritosantensis,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_osmundacea,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polybotrya_sessilisora,Polybotrya,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Maxonia_apiifolia,Maxonia,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Olfersia_cervina,Olfersia,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Olfersia_alata,Olfersia,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Olfersia_macrostegia,Olfersia,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Olfersia_ochropteroides,Olfersia,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichopsis_chaerophylloides,Polystichopsis,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichopsis_muscosa,Polystichopsis,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Polystichopsis_pubescens,Polystichopsis,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Trichoneuron_microlepioides,Trichoneuron,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_lechleri,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_opaca,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_pterorhachis,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_jamaicensis,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_nephrodioides,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_rotundata,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_contracta,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_sordida,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_killipiana,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_brevinervis,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_heterocarpa,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_ulei,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_caudata,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_ichthiosma,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_pellucidopunctata,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_prionites,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_tijuccana,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_longicaudata,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_michaelis,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_bulbifera,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Stigmatopteris_heterophlebia,Stigmatopteris,Polybotryoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Ctenitis_biformis,Ctenitis,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Ctenitis_cirrhosa,Ctenitis,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Ctenitis_comorensis,Ctenitis,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Ctenitis_mayottensis,Ctenitis,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Ctenitis_brevipetiolulata,Ctenitis,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Ctenitis_warburii,Ctenitis,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Ctenitis_cerea,Ctenitis,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Ctenitis_tardieu-blotiae,Ctenitis,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Ctenitis_spekei,Ctenitis,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Ctenitis_analamazaotrensis,Ctenitis,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
Ctenitis_crinigera,Ctenitis,Dryopteridoideae,Dryopteridaceae,Polypodiineae,Polypodiales
