species,genus,subfamily,family,suborder,order
Diplazium_hayatamae,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_conterminum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_taiwanense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_takii,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_yinchanianum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_okinawaense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_megaphyllum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_splendens,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_crinitum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_latifolium,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_laxifrons,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_hachijoense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_ellipticum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_chinense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_pseudosetigerum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_subtripinnatum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_spectabile,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_himalayense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_zanzibaricum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_esculentum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_maximum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_bellum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_nipponicolum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_siamense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_bicolor,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_mutilum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_divergens,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_hians,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_diplazioides,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_leptocarpon,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_cuneifolium,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_balliviani,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_ambiguum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_celtidifolium,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_striatum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_striatastrum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_expansum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_grandifolium,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_seemannii,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_roemerianum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_urticifolium,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_rostratum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_macrophyllum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_tabalosense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_macrodictyon,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_sanderi,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_ceratolepis,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_multigemmatum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_pinnatifidum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_aberrans,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_lindbergii,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_legalloi,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_urbanii,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_obscurum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_palmense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_longisorum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_carnosum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_centripetale,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_costulisorum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_gomezianum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_myriomerum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_arborescens,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_florensiae,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_assimile,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_lobbianum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_tomentosum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_leptophyllum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_echinatum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_spinulosum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_harpeodes,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_simplicivenium,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_proliferum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_squamuligerum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_melanocaulon,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_polypodioides,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_simile,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_stenochlamys,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_holttumii,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_sylvaticum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_pallidum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_subserratum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_oblongifolium,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_longicarpum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_incomptum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_viridescens,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_lomariaceum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_nemorale,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_velaminosum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_pseudocyatheifolium,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_vestitum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_kunstleri,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_atrosquamosum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_cordifolium,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_fraxinifolium,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_sorzogonense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_petiolare,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_poiense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_barbatum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_hirtipes,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_hirsutipes,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_stoliczkae,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_pullingeri,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_petri,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_griffithii,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_deciduum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_yaoshanense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_mettenianum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_fauriei,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_crassiusculum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_squamigerum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_sibiricum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_takamiyae,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_bombonasae,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_cristatum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_prominulum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_laffanianum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_donnell-smithii,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_lonchophyllum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_unilobum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_plantaginifolium,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_ternatum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_heterocarpum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_longifolium,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_molokaiense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_dushanense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_okudairai,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_wichurae,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_okudairaeoides,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_pinfaense,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_ovatum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Diplazium_caudatum,Diplazium,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_acrostichoides,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_pycnosora,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_jiulungensis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_kiyozumiana,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_subsimilis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_giraldii,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_shennongensis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_wilsonii,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_sichuanensis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_auriculata,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_allantodioides,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_macdonellii,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_dolosa,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_wangzhongrenii,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_bonincola,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_lancea,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_nakaikeana,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_tomitaroana,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_fenzliana,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_marginalis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_prolifera,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_otomasui,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_kaalaana,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_cataracticola,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_petersenii,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_kiusiana,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_dimorphophylla,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_biserialis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_confluens,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_pseudoconilii,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_japonica,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_lobatocrenata,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_longipes,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_tenuifolia,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_timetensis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_conilii,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_dickasonii,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_minamitanii,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_polyrhiza,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_membranacea,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_omeiensis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_erecta,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_formosana,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_hainanensis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_heterophlebia,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_yunnanensis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_unifurcata,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_viridifrons,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_subfluvialis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_boryana,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_forsythii-majoris,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_longipilosa,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_septentrionalis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_marojejyensis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_parvisora,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_gordonii,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_coreana,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_okuboana,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_henryi,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_pterorachis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Deparia_nanakuraensis,Deparia,NA,Athyriaceae,Aspleniineae,Polypodiales
Physematium_indusiosum,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_elongatum,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_kangdingense,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_manchuriensis,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_molle,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_montevidensis,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_scopulinum,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_fragile,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_obtusum,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_oreganum,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_plummerae,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_cochisense,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_phillipsii,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_cystopteroides,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Physematium_neomexicanum,Physematium,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_alpina,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_shensiensis,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_glabella,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_andersonii,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_ilvensis,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_macrochlaena,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_polystichoides,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_subcordata,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_subintermedia,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_oblonga,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_rosthorniana,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_guizhouensis,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_cycloloba,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_kungiana,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_okamotoi,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Woodsia_lanosa,Woodsia,NA,Woodsiaceae,Aspleniineae,Polypodiales
Asplenium_abscissum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_claussenii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_hostmannii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_alatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pteropus,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pseuderectum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_harpeodes,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_bangii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_lunulatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_macraei,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_dognyense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_erectum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_sessilifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_cristatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_myriophyllum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_triphyllum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_peruvianum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_lorentzii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_stoloniferum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_marinum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_aegaeum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_fissum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_lessinense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_foreziense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_aran-tohanum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_obovatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_balearicum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_incisum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_petrarchae,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_platyneuron,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_cirrhatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_hallii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_rutaceum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_flabellulatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_fontanum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_uniseriale,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_protomajoricum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_excelsum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_bourgaei,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_jahandiezii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_septentrionale,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_celtibericum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_seelosii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_radicans,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_trichomanes,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_tripteropus,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_anceps,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_azoricum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_lamprocaulon,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_monanthes,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_polyphyllum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_soleirolioides,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_fibrillosum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_palmeri,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_heteroresiliens,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_castaneum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_resiliens,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_heterochroum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_formosum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_boreale,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_guangdongense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_oligophlebium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_kiangsuense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_minutifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_normaloides,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_normale,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_shimurae,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_hobdyi,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pifongiae,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_speluncae,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_diellaciniatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_dielerectum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_dielfalcatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_dielpallidum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_joellaui,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_unisorum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_dielmannii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_vespertinum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_viride,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_adulterinum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_delavayi,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_tenerrimum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_nigripes,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pumilum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_hemionitis,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_sarelii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_anogrammoides,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_laciniatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pseudocapillipes,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_capillipes,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_delinghaense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_altajense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_exiguum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_coenobiale,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pulcherrimum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_danxiaense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_cornutissimum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
